x,y,TOAPE,TOHO,MURD,ATMU,COMU,MSLT,DRCD,TOAS,SEAS,OTAS,TOSO,RAAR,OTSO,TORO,ARRO,UNRO,EXTO,KAAE,OFAP,TOAPR,TOUE,UEWID,UEWTVD,UEWVD,UEWIS,UEWIO,ARSO,OTPD,MOVT,OTTH,STFD,SHST,STST,OTST,TOFR,FBCH,FBCC,OTFR,THSG,PPSS,RESP,PETP,OHSG,TOOO,DROF,PROF,LIDR,GAOF,TRAV,GOOO,TARD,MIOF
153.16,27.5177,56,0,0,0,0,0,0,28,19,9,5,1,4,9,3,6,0,0,14,423,138,97,96,1,9,32,0,80,27,129,16,0,0,113,49,9,17,23,0,0,0,0,0,14,0,0,0,0,2,7,0,5
152.947,27.501,11,0,0,0,0,0,0,4,4,0,5,1,4,0,0,0,0,0,2,227,117,103,103,0,5,9,0,29,12,63,12,0,0,51,6,1,1,4,0,0,0,0,0,4,0,0,0,0,2,2,0,0
152.977,27.5141,57,0,0,0,0,0,0,37,16,21,6,1,5,7,4,3,0,1,6,613,123,72,71,1,19,32,5,103,18,203,11,30,0,162,161,14,12,135,0,0,0,0,0,29,0,0,0,0,3,23,0,3
153.032,27.3854,91,2,0,1,0,0,1,54,33,21,7,1,6,12,9,3,0,2,14,600,239,178,176,2,10,51,1,131,32,174,24,5,0,145,23,3,13,7,0,0,0,0,0,23,0,0,0,0,3,16,1,3
153.011,27.3854,38,2,0,2,0,0,0,11,7,4,15,1,14,5,2,3,1,0,4,408,221,187,187,0,6,28,0,67,9,107,20,2,0,85,4,3,1,0,0,0,0,0,0,5,0,0,0,0,3,1,0,1
152.75,27.6371,8,0,0,0,0,0,0,3,2,1,0,0,0,3,1,2,0,0,2,170,44,17,17,0,5,22,0,23,12,80,13,23,0,44,11,1,4,6,0,0,0,0,0,3,0,0,0,0,1,1,0,1
152.793,27.5704,61,3,0,3,0,0,0,22,13,9,16,2,14,7,6,1,1,6,6,963,203,103,100,3,53,47,0,126,68,384,18,48,0,318,182,19,63,100,0,0,0,0,0,8,0,0,0,0,4,2,0,2
153.244,27.9944,12,0,0,0,0,0,0,2,1,1,2,0,2,3,2,1,0,2,3,353,166,39,39,0,28,99,0,52,13,84,3,5,0,76,38,13,4,21,0,0,0,0,0,7,0,0,0,0,1,0,0,6
153.053,27.4196,25,0,0,0,0,0,0,13,6,7,2,0,2,4,1,3,0,1,5,490,277,137,136,1,15,125,1,73,29,99,21,0,0,78,11,3,1,7,0,0,0,0,0,11,0,0,1,0,0,8,0,2
153.396,28.0453,22,0,0,0,0,0,0,7,3,4,7,1,6,2,0,2,0,0,6,388,167,125,122,3,22,20,0,61,21,92,9,4,0,79,47,1,10,36,0,0,0,0,0,8,0,0,0,0,2,3,0,3
152.892,27.3218,18,0,0,0,0,0,0,8,5,3,0,0,0,6,2,4,0,0,4,248,100,54,54,0,13,33,1,44,13,81,7,3,0,71,9,4,3,2,0,0,0,0,0,4,0,0,0,0,1,1,0,2
153.264,27.5308,11,0,0,0,0,0,0,5,4,1,5,1,4,0,0,0,0,0,1,229,109,79,77,2,1,29,1,41,14,50,7,0,0,43,14,4,9,1,0,0,0,0,0,3,0,0,0,0,1,1,0,1
153.075,27.2463,10,0,0,0,0,0,0,5,3,2,4,1,3,0,0,0,0,0,1,126,53,49,48,1,2,2,0,32,6,33,4,1,0,28,2,0,2,0,0,0,0,0,0,4,0,0,0,0,2,1,0,1
152.867,27.3296,28,0,0,0,0,0,0,17,8,9,7,0,7,2,1,1,0,0,2,384,124,95,95,0,14,15,2,73,20,139,6,11,0,122,26,3,2,21,0,0,0,0,0,8,0,0,0,0,1,5,0,2
152.742,27.6079,58,4,1,3,0,0,0,30,22,8,6,0,6,8,4,4,0,1,9,836,388,326,324,2,13,49,2,162,72,197,21,4,0,172,15,4,8,3,0,0,0,0,0,10,0,0,0,0,1,4,0,5
152.855,27.6246,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,116,46,33,33,0,0,13,2,11,10,45,3,0,0,42,2,1,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0
153.328,27.5708,120,0,0,0,0,0,0,56,29,27,16,1,15,29,15,14,0,2,17,1061,369,263,259,4,41,65,1,202,81,324,25,23,0,276,84,5,35,44,0,0,0,0,0,60,1,0,0,0,5,16,3,35
153.535,28.1715,11,0,0,0,0,0,0,8,5,3,2,0,2,0,0,0,0,0,1,343,119,2,2,0,12,105,1,66,28,116,0,1,0,115,13,3,1,9,0,0,0,0,0,8,0,0,0,0,1,1,6,0
152.897,26.5444,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,55,19,3,3,0,0,16,7,12,4,13,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.069,26.5448,129,0,0,0,0,0,0,41,19,22,60,7,53,16,6,10,0,2,10,754,253,181,175,6,17,55,3,155,28,284,23,10,0,251,31,13,5,13,0,0,0,0,0,11,0,0,0,0,2,8,1,0
153.365,27.9122,34,0,0,0,0,0,0,19,10,9,13,0,13,1,1,0,0,0,1,197,44,38,37,1,0,6,0,51,15,78,17,3,0,58,9,1,7,1,0,0,0,0,0,3,0,0,0,0,1,1,0,1
153.346,27.851,11,0,0,0,0,0,0,9,8,1,1,0,1,1,1,0,0,0,0,225,79,53,51,2,2,24,5,52,31,57,0,5,0,52,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
153.035,27.568,11,0,0,0,0,0,0,6,1,5,5,0,5,0,0,0,0,0,0,180,74,50,50,0,0,24,8,30,11,33,2,1,0,30,24,1,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1
152.913,26.4147,119,1,0,0,0,0,1,53,29,24,29,6,23,15,13,2,0,1,20,964,251,149,149,0,19,83,13,149,95,393,25,54,0,314,63,6,10,47,0,0,0,0,0,18,0,0,0,0,4,11,0,3
153.06,27.4995,24,0,0,0,0,0,0,14,9,5,5,0,5,4,2,2,0,0,1,285,129,105,103,2,7,17,1,64,21,67,9,1,0,57,3,0,3,0,0,0,0,0,0,4,0,0,0,0,1,0,0,3
152.983,27.5439,51,0,0,0,0,0,0,31,16,15,5,3,2,10,6,4,0,2,3,464,138,93,91,2,5,40,2,95,53,147,12,2,0,133,29,7,5,17,0,0,0,0,0,6,0,0,0,0,1,3,0,2
153.213,27.6594,83,0,0,0,0,0,0,49,25,24,16,2,14,8,5,3,0,0,10,986,164,86,85,1,29,49,1,136,88,488,10,165,0,313,109,14,29,66,0,0,0,0,0,8,0,0,0,0,2,4,0,2
153.085,27.6878,13,0,0,0,0,0,0,0,0,0,7,2,5,3,3,0,0,0,3,109,51,44,43,1,1,6,0,23,8,27,1,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0
153.119,26.7726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,3,3,0,0,3,0,2,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.481,28.1378,25,2,0,2,0,0,0,14,11,3,0,0,0,5,3,2,0,0,4,341,122,99,98,1,5,18,2,57,24,130,9,3,0,118,6,1,3,2,0,0,0,0,0,4,0,0,0,0,1,1,0,2
153.396,28.2073,24,0,0,0,0,0,0,14,10,4,3,0,3,1,0,1,0,0,6,225,53,23,22,1,2,28,6,71,14,62,3,1,0,58,19,10,1,8,0,0,0,0,0,3,0,0,0,0,0,2,0,1
153.465,28.1588,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,74,43,19,16,3,0,24,3,8,9,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.761,27.0087,363,0,0,0,0,0,0,199,104,95,34,12,22,68,34,34,0,1,61,3361,880,656,647,9,65,159,22,778,248,1220,85,154,0,981,213,28,57,128,0,0,0,0,0,132,0,0,0,0,17,66,0,49
153.153,27.6297,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,112,72,62,62,0,0,10,4,8,4,21,6,0,0,15,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.985,27.2249,42,0,0,0,0,0,0,24,9,15,6,1,5,7,2,5,0,1,4,902,134,87,83,4,15,32,1,170,75,411,9,125,0,277,110,9,55,46,1,1,0,0,0,12,0,0,0,0,6,2,2,2
152.95,27.5715,57,0,0,0,0,0,0,13,7,6,35,2,33,4,4,0,0,2,3,313,70,37,36,1,2,31,4,61,41,129,8,2,0,119,8,1,0,7,0,0,0,0,0,10,0,0,0,0,4,2,0,4
152.824,27.2011,4,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,71,3,2,2,0,1,0,0,12,10,39,0,11,0,28,7,4,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
153.058,27.3299,34,0,0,0,0,0,0,19,14,5,6,0,6,7,6,1,0,0,2,569,143,38,35,3,41,64,1,102,47,191,1,18,0,172,85,19,3,63,0,0,0,0,0,7,0,0,0,0,0,2,1,4
153.013,27.1809,36,0,0,0,0,0,0,23,10,13,6,2,4,2,1,1,1,0,4,361,132,97,95,2,2,33,3,76,40,105,11,6,1,87,5,3,0,2,0,0,0,0,0,8,0,0,0,0,2,3,1,2
153.134,26.7854,42,0,0,0,0,0,0,23,16,7,14,0,14,0,0,0,0,0,5,611,165,89,88,1,13,63,1,104,43,201,32,2,0,167,97,1,3,93,0,0,0,0,0,11,0,0,0,0,6,3,2,0
152.833,27.5982,27,0,0,0,0,0,0,16,11,5,4,0,4,5,2,3,0,1,1,297,133,113,111,2,5,15,1,50,25,85,7,2,0,76,3,2,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,1
153.056,27.0102,33,0,0,0,0,0,0,14,9,5,10,1,9,1,1,0,0,1,7,436,208,129,129,0,13,66,7,70,35,99,8,3,0,88,17,3,0,14,0,0,0,0,0,5,0,0,0,0,1,0,0,4
152.925,27.3933,89,9,0,9,0,0,0,39,29,10,19,8,11,15,11,4,0,2,5,689,177,126,121,5,2,49,13,162,102,230,18,4,0,208,5,0,2,3,0,0,0,0,0,13,0,0,0,0,4,7,0,2
152.96,27.5308,73,0,0,0,0,0,0,32,19,13,12,0,12,21,7,14,0,2,6,1413,324,185,185,0,36,103,3,268,138,448,10,43,0,395,232,16,92,124,0,0,0,0,0,12,0,0,0,0,8,1,0,3
153.031,27.3429,21,0,0,0,0,0,0,17,17,0,1,0,1,1,0,1,0,0,2,206,63,20,20,0,4,39,5,73,10,53,4,0,0,49,2,1,0,1,0,0,0,0,0,20,0,0,0,0,9,7,0,4
152.77,27.6532,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,53,19,14,14,0,0,5,2,7,5,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.015,26.6784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,19,11,11,0,2,6,0,9,1,14,2,0,0,12,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
152.965,27.6256,53,0,0,0,0,0,0,26,15,11,8,0,8,9,2,7,1,0,9,600,100,58,57,1,9,33,3,140,31,260,16,21,0,223,66,4,40,22,0,0,0,0,0,21,0,0,0,0,13,5,0,3
153,27.6692,2,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,26,15,1,1,0,1,13,0,1,2,7,0,0,0,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
153.034,27.4586,6,0,0,0,0,0,0,3,1,2,3,2,1,0,0,0,0,0,0,42,15,9,9,0,0,6,1,9,1,16,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.91,27.6151,29,1,0,1,0,0,0,17,15,2,2,0,2,3,2,1,0,3,3,403,153,112,109,3,15,26,1,85,28,129,18,5,0,106,7,3,0,4,0,0,0,0,0,6,0,0,0,0,0,2,0,4
153.326,27.9418,20,0,0,0,0,0,0,13,10,3,5,0,5,1,0,1,0,0,1,200,50,34,33,1,5,11,0,65,9,76,15,1,0,60,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,1,0,0
153.045,27.3734,5,0,0,0,0,0,0,3,2,1,0,0,0,1,1,0,0,0,1,37,5,1,1,0,0,4,5,7,1,19,5,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
153.272,27.7461,85,0,0,0,0,0,0,45,24,21,0,0,0,7,5,2,1,9,23,888,217,113,113,0,12,92,4,138,97,222,12,25,0,185,210,53,67,90,0,0,0,0,0,13,0,0,0,0,3,7,1,2
153.303,28.0306,140,0,0,0,0,0,0,93,46,47,14,2,12,14,6,8,1,2,16,1255,299,177,175,2,47,75,13,412,59,364,14,74,0,276,108,20,13,75,0,0,0,0,0,163,0,0,0,0,101,59,0,3
152.637,27.4936,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,5,2,2,0,0,3,0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.926,26.9078,27,0,0,0,0,0,0,17,14,3,3,0,3,4,0,4,0,0,3,331,90,55,55,0,13,22,0,78,22,133,13,3,0,117,8,1,1,6,0,0,0,0,0,12,0,0,0,0,8,3,0,1
152.963,27.9439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.106,26.8248,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,41,18,7,7,0,0,11,7,3,2,10,6,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.893,27.6105,136,0,0,0,0,0,0,74,37,37,9,1,8,17,2,15,0,0,36,1520,325,162,162,0,59,104,3,283,82,626,32,237,0,357,201,44,14,143,0,0,0,0,0,35,1,0,0,0,5,24,1,4
153.027,27.4185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,5,4,4,0,0,1,0,4,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
152.981,27.5231,8,0,0,0,0,0,0,5,4,1,2,0,2,0,0,0,0,0,1,137,34,27,27,0,2,5,0,51,13,38,4,0,0,34,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.459,27.7374,8,0,0,0,0,0,0,5,2,3,2,0,2,0,0,0,0,0,1,173,66,43,43,0,1,22,3,39,17,48,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.015,27.423,59,0,0,0,0,0,0,29,16,13,17,0,17,5,3,2,0,0,8,945,214,171,171,0,9,34,3,140,167,365,12,129,0,224,56,20,16,20,0,0,0,0,0,7,0,0,0,0,1,3,1,2
152.984,27.6767,45,0,0,0,0,0,0,26,14,12,5,1,4,4,3,1,0,2,8,460,123,63,63,0,9,51,3,141,30,153,8,32,0,113,10,3,2,5,0,0,0,0,0,12,0,0,0,0,3,8,0,1
153.048,27.5071,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,35,15,3,3,0,2,10,4,5,0,11,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.04,27.2751,39,0,0,0,0,0,0,7,2,5,6,0,6,1,0,1,0,11,14,257,52,31,31,0,4,17,2,64,18,86,10,0,0,76,35,1,1,33,0,0,0,0,0,7,0,0,0,0,0,1,0,6
153.237,27.9282,9,0,0,0,0,0,0,5,1,4,3,0,3,0,0,0,0,0,1,121,36,26,26,0,2,8,0,40,7,36,3,2,0,31,2,2,0,0,0,0,0,0,0,8,0,0,0,0,3,4,0,1
153.157,27.4976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,25,12,12,0,0,13,9,10,2,16,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.631,27.5863,6,1,0,0,0,1,0,4,2,2,0,0,0,0,0,0,0,0,1,134,32,18,18,0,1,13,1,31,5,60,38,0,0,22,5,2,0,3,0,0,0,0,0,9,0,0,0,0,4,1,0,4
153.062,27.4389,87,0,0,0,0,0,0,37,26,11,34,3,31,7,3,4,0,1,8,740,164,85,81,4,29,50,1,161,45,302,17,33,0,252,67,11,8,48,0,0,0,0,0,21,0,0,0,0,3,15,0,3
153.057,27.4664,24,1,0,1,0,0,0,12,5,7,6,0,6,0,0,0,0,0,5,239,54,40,40,0,4,10,10,52,31,91,7,5,0,79,1,0,1,0,0,0,0,0,0,7,0,0,0,0,1,2,0,4
152.984,27.6435,29,0,0,0,0,0,0,17,10,7,5,1,4,1,1,0,0,0,6,462,91,58,58,0,8,25,3,96,17,141,9,5,0,127,114,9,1,104,0,0,0,0,0,12,0,0,0,0,6,3,1,2
153.349,27.9044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,1,0,0,0,0,0,1,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.127,27.4453,16,0,0,0,0,0,0,4,0,4,12,0,12,0,0,0,0,0,0,60,22,13,13,0,4,5,0,13,2,22,3,3,0,16,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2
153.069,27.4187,9,0,0,0,0,0,0,6,4,2,1,1,0,1,1,0,0,0,1,245,99,74,74,0,8,17,1,55,15,73,3,2,0,68,2,0,1,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0
153.061,27.6842,54,0,0,0,0,0,0,16,10,6,7,3,4,22,19,3,1,0,8,532,133,73,72,1,13,47,9,123,65,181,13,3,0,165,21,2,1,18,0,0,0,0,0,12,0,0,0,0,3,6,0,3
153.021,27.4508,24,0,0,0,0,0,0,13,6,7,6,2,4,3,2,1,0,1,1,247,54,40,39,1,2,12,2,76,6,81,12,3,0,66,28,2,21,5,0,0,0,0,0,7,0,0,0,0,2,3,0,2
153.016,27.4896,4,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,1,113,54,48,48,0,0,6,1,24,5,29,0,0,0,29,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
152.811,27.3696,16,1,0,0,0,0,1,8,3,5,0,0,0,7,7,0,0,0,0,235,93,75,75,0,8,10,0,47,14,78,8,3,0,67,3,0,3,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0
153.026,27.6705,25,0,0,0,0,0,0,12,8,4,0,0,0,4,2,2,0,0,9,283,106,83,83,0,4,19,0,54,23,89,7,2,0,80,11,0,7,4,0,0,0,0,0,51,0,0,0,0,2,1,0,48
153.068,27.5209,20,1,0,0,0,0,1,15,9,6,0,0,0,2,2,0,0,0,2,554,239,205,205,0,11,23,1,86,31,156,11,8,0,137,41,6,11,24,0,0,0,0,0,9,0,0,0,0,1,4,1,3
153.058,27.5274,103,0,0,0,0,0,0,45,34,11,3,0,3,16,2,14,0,0,39,778,286,235,231,4,31,20,0,115,55,240,20,15,0,205,82,7,9,66,0,0,0,0,0,11,0,0,0,0,2,6,0,3
153.396,27.8971,12,0,0,0,0,0,0,9,7,2,1,0,1,1,1,0,0,0,1,317,135,114,114,0,8,13,1,60,34,78,6,6,0,66,9,3,6,0,0,0,0,0,0,4,0,0,0,0,1,2,0,1
153.17,27.7143,49,2,0,2,0,0,0,21,11,10,12,3,9,7,6,1,0,2,5,825,226,149,146,3,15,62,2,140,28,258,15,63,0,180,171,28,37,106,0,0,0,0,0,10,0,0,0,0,1,4,0,5
153.357,27.8688,27,0,0,0,0,0,0,15,10,5,3,1,2,6,5,1,0,1,2,333,95,71,71,0,7,17,3,78,36,120,21,4,0,95,1,0,0,1,0,0,0,0,0,13,0,0,0,0,1,7,0,5
152.973,27.5928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.982,27.5082,21,0,0,0,0,0,0,9,5,4,1,0,1,6,4,2,0,1,4,299,123,100,100,0,4,19,0,58,25,91,9,2,0,80,2,0,0,2,0,0,0,0,0,13,0,0,0,0,9,1,0,3
152.759,27.6251,89,0,0,0,0,0,0,47,29,18,10,2,8,19,10,9,0,1,12,1188,389,302,296,6,41,46,0,148,97,295,41,11,0,243,259,3,20,236,0,0,0,0,0,21,0,0,0,0,2,11,0,8
153.373,27.7911,58,0,0,0,0,0,0,29,14,15,15,1,14,10,10,0,0,0,4,470,162,124,123,1,7,31,2,81,29,120,21,1,0,98,76,8,1,67,0,0,0,0,0,15,0,0,0,0,3,8,0,4
152.933,27.5568,47,0,0,0,0,0,0,20,12,8,9,2,7,14,5,9,1,1,2,812,405,317,311,6,23,65,1,125,47,206,33,6,0,167,28,3,4,21,0,0,0,0,0,11,0,0,0,0,1,3,1,6
153.028,27.8301,4,0,0,0,0,0,0,2,2,0,1,1,0,1,0,1,0,0,0,102,43,31,30,1,5,7,0,21,4,33,3,0,0,30,1,0,0,1,0,0,0,0,0,4,0,0,0,0,3,0,0,1
152.937,27.5364,33,0,0,0,0,0,0,19,7,12,5,0,5,1,0,1,0,0,8,339,88,70,69,1,9,9,1,55,16,104,8,12,0,84,75,0,3,72,0,0,0,0,0,2,0,0,0,0,0,1,0,1
152.939,27.2756,60,0,0,0,0,0,0,33,23,10,17,1,16,3,2,1,0,1,6,704,239,153,148,5,11,75,14,173,78,176,21,2,0,153,23,0,2,21,1,0,0,1,0,17,0,0,0,0,3,6,1,7
152.996,27.2519,51,0,0,0,0,0,0,21,16,5,9,1,8,7,6,1,0,0,14,468,177,130,127,3,8,39,1,105,33,144,18,5,0,121,8,2,0,6,0,0,0,0,0,6,0,0,0,0,3,0,1,2
153.035,27.4761,44,0,0,0,0,0,0,24,17,7,14,2,12,4,4,0,0,0,2,627,344,259,257,2,15,70,0,85,44,115,15,2,0,98,39,2,12,25,0,0,0,0,0,6,0,0,0,0,2,1,0,3
152.829,27.5576,40,1,0,1,0,0,0,23,9,14,5,1,4,3,2,1,0,1,7,483,225,105,104,1,22,98,3,119,18,100,6,9,0,85,18,3,4,11,0,0,0,0,0,5,0,0,0,0,1,2,0,2
152.813,27.5452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.085,27.6302,63,4,0,4,0,0,0,18,10,8,7,0,7,16,7,9,0,0,18,641,148,92,90,2,31,25,1,108,34,277,9,59,0,209,73,4,13,56,0,0,0,0,0,8,0,0,0,0,2,3,2,1
152.698,27.5946,190,0,0,0,0,0,0,83,51,32,50,14,36,41,31,10,0,3,13,1406,555,454,444,10,11,90,17,303,109,409,62,30,0,317,12,2,6,4,1,0,1,0,0,41,0,0,0,0,8,21,2,10
153.371,27.6405,8,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,1,166,64,38,38,0,3,23,2,34,12,52,8,1,0,43,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.032,27.406,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,18,6,6,0,1,11,7,5,0,8,3,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.011,27.4518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,16,0,0,0,0,16,10,12,1,14,0,0,0,14,3,0,0,3,0,0,0,0,0,11,0,0,0,0,11,0,0,0
152.938,27.5194,18,0,0,0,0,0,0,14,8,6,0,0,0,3,1,2,0,0,1,155,29,18,17,1,1,10,0,59,9,57,4,0,0,53,1,0,0,1,0,0,0,0,0,13,0,0,0,0,2,5,3,3
152.926,27.4957,162,1,0,1,0,0,0,87,59,28,55,3,52,9,6,3,0,1,9,686,193,139,136,3,6,48,3,180,33,259,45,25,0,189,18,4,2,12,0,0,0,0,0,55,0,0,1,0,11,19,1,23
152.951,27.4158,36,0,0,0,0,0,0,31,18,13,5,0,5,0,0,0,0,0,0,491,101,50,50,0,4,47,0,107,49,204,2,0,0,202,30,1,8,21,0,0,0,0,0,7,1,0,0,0,0,4,1,1
152.786,27.5092,85,1,0,1,0,0,0,53,41,12,9,4,5,13,5,8,0,2,7,1003,362,146,143,3,25,191,0,162,59,322,34,1,0,287,98,6,21,71,0,0,0,0,0,24,0,0,0,0,5,9,1,9
153.142,26.8037,10,1,1,0,0,0,0,5,2,3,2,1,1,1,0,1,0,0,1,224,96,70,69,1,4,22,0,48,24,53,8,0,0,45,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.239,27.8298,9,0,0,0,0,0,0,4,3,1,2,0,2,2,2,0,0,0,1,191,48,23,23,0,6,19,2,44,37,57,3,0,0,54,3,1,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0
153.112,27.6617,114,0,0,0,0,0,0,42,24,18,43,3,40,12,7,5,1,7,9,1139,346,207,206,1,37,102,2,271,71,383,24,15,0,344,66,22,4,40,0,0,0,0,0,20,0,0,0,0,10,9,0,1